Unnamed: 0,reviews
342,"
Just got it and only used it for 3 days, but it's suuuuper cute! The case is adorable, love that the stains are in mini little tubes and good variety in the colors. Pretty good stain left on the lips. The colors are very flattering on Asian skin tones, used it on me and a friend.Will probably come back to update review after prolonged use.* Update: used for 8 hours where I went outside, reapplied sunscreen, and ate lunch and a snack. Lip stain performed AWESOME! I felt like if I didn't eat, the color would NOT have budged an inch.
"
343,"




                    The media could not be loaded.
                



This set is a really good value because it‚??s less than $10 and you get six different Colors of tints. However, the quality is not going to be comparable to some of the more expensive brands you find at most beauty Retailers. The tints are kind of sticky when they first come on however, this will eventually Stop after the first hour. The tints themselves range in colors between more natural and a more vibrant, red color, so you do have a decent variety of color all of which can be blended into be a more natural appearance. The Container they come in is adorable and perfect to keep them in, So you can think of it as a bonus item. They don‚??t last a super long time, so you will have to retouch them Throughout the day. The bottles themselves are quite small, but if you like to blend them in a little does go along way. This kit would be great for a kid or teen starting out with make up, As it isn‚??t too expensive for a gift and the shades aren‚??t too bold. Overall, though, they are fun to play around with, and if you want to start using tints and don‚??t have a ton of money, these are an option
"
344,"
The packaging is great and very cute, but the marketing for product is not very accurate?It should be described as a water tint.The ease of application isn‚??t great just because you have to scrape off the applicator so much to get a tiny amount so the colors can shine.There isn‚??t any smell I could pick up.The texture was actually pretty nice. When you use a very small amount to get the colors to match then it dries down and feels pretty light weight, not sticky, and skin like.This is absolutely a layering product. You‚??d need a gloss or lip oil to go on top- with this you could use a higher shine chapstick as well if you like the feel more. The lip stain doesn‚??t stay dewy and glossy after the first 10 minutes.Just to be clear for everyone this isn‚??t a peeling lip stain, it isn‚??t a dewy lip gloss. It‚??s an apply a small amount and let sit then put a top gloss.I think this could be a good product with better instructions, marketing, and tags for searches
"
345,"
My daughter ordered this with her birthday money as she‚??s starting to get into makeup and playing with it. She says she would rate this 10/10 and they work really well.
"
346,"
Lip stain lasts a long time and 6 or 7 different choices in a cute tin! If you are a makeup lover this product is just plain fun for a very reasonable price!!!!
"
347,"
I was nervous to try these but my daughter swears by them. I am very pleased I bought them. My lips look amazing and it was easy to put on. They small but great quality. I use them everyday now. Very happy with the purchase.
"
348,"
Stains are great and natural and spreadable but the case and one stain had cracked because of poor shipping from the Amazon warehouse since it was packed with other heavy items and not properly padded. Amazon wants me to drive to Staples in order to send a broken and leaking case in order to send a replacement. Shame on you Amazon.
"
349,"




                    The media could not be loaded.
                



I really enjoyed the texture of the lip stick/tent, but it was a lot more brighter pigment than I expected. I prefer dark cherry tones instead of some of the more bright tones. The application was great, and felt like water almost. They are very pigmented, and a few of them did have some stickiness, but not to the consistency of a lip gloss or oil. They are smaller than expected, but I prefer something small. They‚??re easier to carry.  And the smell was not strong, but didn‚??t take on the strawberry smell or anything that I expected
"
350,"
I like this product so far! Gave it 4 stars because I wish the color varieties were more intense and also need to reapply often. But they are fun, nice colors
"
351,"
NYX always has such great products for great value. The shimmer pigment is on point. Application is easy. Will definitely buy again.
"
352,"
I love this so much! i use it on my inner corners of my eyes and sometimes my nose. it is nice quality, affordable, and easy to use. I‚??d definitely recommend it!! ‚≠êÔ∏è‚≠êÔ∏è‚≠êÔ∏è‚≠êÔ∏è‚≠êÔ∏è
"
353,"
She‚??s just now getting into makeup and apparently this highlighter is popular.  Adds a touch of shimmer!
"
354,"
### Review: NYX PROFESSIONAL MAKEUP Jumbo Multi-Use Face Highlighter Stick - Vanilla Ice Cream#### Rating: ‚??‚??‚??‚??‚?? (4/5)I recently added the NYX PROFESSIONAL MAKEUP Jumbo Multi-Use Face Highlighter Stick in Vanilla Ice Cream to my makeup collection, and it has quickly become one of my go-to products for achieving a radiant glow.#### What I Loved:**1. Super Creamy Texture:**The first thing I noticed about this highlighter stick is its incredibly creamy texture. It glides onto the skin effortlessly, making application a breeze. The formula is smooth and blendable, allowing for a seamless, natural-looking highlight.**2. Versatile and Multi-Use:**This highlighter stick is truly versatile. While it works beautifully on the high points of the face such as the cheekbones, brow bones, and the bridge of the nose, it can also be used on the eyelids for a subtle shimmer or on the cupid's bow for an extra pop. Its multi-use capability makes it a fantastic addition to any makeup bag.**3. Gorgeous Shade:**The Vanilla Ice Cream shade is stunning. It has a beautiful, pearlescent quality that adds a luminous glow to the skin without being overly glittery. It's perfect for both daytime and evening looks, providing a soft, radiant finish that enhances your natural beauty.#### Areas for Improvement:**1. Staying Power:**One thing to note is that this highlighter is not very long-lasting if you tend to rub your face. If you accidentally touch or rub your eyes, the product can come off quite easily. To ensure it stays put, I recommend setting it with a light dusting of translucent powder or using a setting spray.**2. Packaging:**While the jumbo size is great for ease of application, it might not be the most convenient for precise highlighting in smaller areas. However, using a brush or your fingers to blend can help achieve more detailed application.#### Final Thoughts:Overall, the NYX PROFESSIONAL MAKEUP Jumbo Multi-Use Face Highlighter Stick in Vanilla Ice Cream is a fantastic product for achieving a radiant, dewy look. Its creamy texture and beautiful shade make it a pleasure to use, and its versatility adds extra value. Just remember to avoid rubbing your face to maintain its gorgeous glow throughout the day.If you‚??re looking for an easy-to-apply, multi-functional highlighter that delivers a lovely, luminous finish, this one is definitely worth trying.
"
355,"
I usually love NYX products and I wanted to try this and yall it's a ""Yas Girl"" product. I really like that the cap snaps off and on because I've lost many lids that just slide on. And the highlight yall! The picture makes it look more matte than highlight but it's beautiful.
"
357,"
I love NYX products, but this one is too iridescent for me, and not enough pigment to show up on my skin.  So I end up with shine.  I think this might be a me issue, and not a product issue.
"
358,"
Love this
"
359,"
little more glittery then I thought not a bad thing tho
"
360,"
Love it.  Great value.  A must have item
"
361,"
NYX always has such great products for great value. The shimmer pigment is on point. Application is easy. Will definitely buy again.
"
362,"
I love this so much! i use it on my inner corners of my eyes and sometimes my nose. it is nice quality, affordable, and easy to use. I‚??d definitely recommend it!! ‚≠êÔ∏è‚≠êÔ∏è‚≠êÔ∏è‚≠êÔ∏è‚≠êÔ∏è
"
363,"
She‚??s just now getting into makeup and apparently this highlighter is popular.  Adds a touch of shimmer!
"
364,"
### Review: NYX PROFESSIONAL MAKEUP Jumbo Multi-Use Face Highlighter Stick - Vanilla Ice Cream#### Rating: ‚??‚??‚??‚??‚?? (4/5)I recently added the NYX PROFESSIONAL MAKEUP Jumbo Multi-Use Face Highlighter Stick in Vanilla Ice Cream to my makeup collection, and it has quickly become one of my go-to products for achieving a radiant glow.#### What I Loved:**1. Super Creamy Texture:**The first thing I noticed about this highlighter stick is its incredibly creamy texture. It glides onto the skin effortlessly, making application a breeze. The formula is smooth and blendable, allowing for a seamless, natural-looking highlight.**2. Versatile and Multi-Use:**This highlighter stick is truly versatile. While it works beautifully on the high points of the face such as the cheekbones, brow bones, and the bridge of the nose, it can also be used on the eyelids for a subtle shimmer or on the cupid's bow for an extra pop. Its multi-use capability makes it a fantastic addition to any makeup bag.**3. Gorgeous Shade:**The Vanilla Ice Cream shade is stunning. It has a beautiful, pearlescent quality that adds a luminous glow to the skin without being overly glittery. It's perfect for both daytime and evening looks, providing a soft, radiant finish that enhances your natural beauty.#### Areas for Improvement:**1. Staying Power:**One thing to note is that this highlighter is not very long-lasting if you tend to rub your face. If you accidentally touch or rub your eyes, the product can come off quite easily. To ensure it stays put, I recommend setting it with a light dusting of translucent powder or using a setting spray.**2. Packaging:**While the jumbo size is great for ease of application, it might not be the most convenient for precise highlighting in smaller areas. However, using a brush or your fingers to blend can help achieve more detailed application.#### Final Thoughts:Overall, the NYX PROFESSIONAL MAKEUP Jumbo Multi-Use Face Highlighter Stick in Vanilla Ice Cream is a fantastic product for achieving a radiant, dewy look. Its creamy texture and beautiful shade make it a pleasure to use, and its versatility adds extra value. Just remember to avoid rubbing your face to maintain its gorgeous glow throughout the day.If you‚??re looking for an easy-to-apply, multi-functional highlighter that delivers a lovely, luminous finish, this one is definitely worth trying.
"
365,"
I usually love NYX products and I wanted to try this and yall it's a ""Yas Girl"" product. I really like that the cap snaps off and on because I've lost many lids that just slide on. And the highlight yall! The picture makes it look more matte than highlight but it's beautiful.
"
367,"
I love NYX products, but this one is too iridescent for me, and not enough pigment to show up on my skin.  So I end up with shine.  I think this might be a me issue, and not a product issue.
"
368,"
Love this
"
369,"
little more glittery then I thought not a bad thing tho
"
370,"
Love it.  Great value.  A must have item
"
371,"
It works great on my face I feel as if my face is clearer I only got this for 3.99 because of pine day it‚??s also very easy to use just pour water into pop it in the freezer and then you can use it
"
372,"
Ok whatttt i am actually so shocked this worked!! i was a bit skeptical when buying this at first bc it was rly cheap and no one added a pic of how it turned out when adding water, but i‚??m surprised it didn‚??t break!! I added some facial mist into it and cucumber (to spice it up a bit) which was actually such a good decision!! I‚??ve been used to icing my face with ice cubes only so this was a lottt easier. A tip i would like to add tho is that once it‚??s fully frozen, def run it under water especially the part with the hole bc that is where it gets kinda stuck, then instead of pulling it off, just twist it gently and then it gets easier to remove without breaking anything. Such a great and affordable product def recommend! ?´∂?èª
"
373,"
I like good
"
374,"
It‚??s a piece of rubber
"
375,"
I was very excited to use the ice roller on my face and same with the gua sha! Till i wasnt. The gua sha was plastic. It broke my heart! I've always wanted to use a gua sha! And now I cant without the rough feeling of PLASTIC! The ice roller was fine though ???
"
376,"
I love it but it didn‚??t bring the lifting thingy. Just where you put the ice.
"
377,"




                    The media could not be loaded.
                



I made a quick video of my thoughts on the product.The ice mold roller, great quality. The gua sha, not so much. Either way, the price was totally worth it for the ice roller.
"
378,"
It came a day earlier
"
379,"
Idk why I was hoping with had flowers with it. lol
"
380,"
I bought this as a gift, so can't comment on actual use. However, I have several oobservations worh mentioning...The plug for the water hole at the top is not attached with a strap, so I'm afraid it could get lost in a short period of time. When I squeeze the empty item with the water plug inserted, air escapes around the plug. I suspect that if this were tipped over before freezing that water would leak out. Propping it upright in the freezer so it can't tip over would solve this issue. The heart shaped stone is pretty and smooth as glass and is what sold me on this for a Valentines Day gift. This also can work as a small ice pack, which is handy with a toddler. No instructions or labeling of any kind came with this item to explain what it is or does, and I expect there will be questions. I copied and printed all information from the item description to include with the gift.
"
381,"
I'm very impressed with this Elf concealer.  The color is perfect.  It blends right into my skin tone, covers and conceals my dark undereye shadows all day, while appearing flawless and virtually unnoticeable.  No need to ever go back to a more expensive product that didn't have nearly the staying power and coverage of this Elf Camo Concealer.  It is very easy to apply, a little goes a long way, very much a ""less is more"" type of product.  It has that just-right consistency and applys smoothly. I would highly recommend to anyone.
"
382,"
The e.l.f. Hydrating Camo Concealer in Deep Chestnut is a standout product with its lightweight, full-coverage formula that provides a satin finish. It effectively conceals, corrects, and highlights while hydrating the skin, making it ideal for all-day wear. The 0.20 fl oz size is perfect for targeted application, and with 25 shades available, it offers a great match for various skin tones.
"
383,"
I am a big fan of most e.l.f. products.  This looked like another amazing product I did not try.First, the applicator is amazing.  It is a big soft pawlike sponge. it is so big, you need to make sure you only apply a tiny bit ..a little goes a long way.I only use a small amount under the eyes.  It  is ok. not the most moisturizing and tends to crease a little more than other hydrating concealers. The color is also more warm than I would like.  more of an orange tone than a pink tone, at least on me.  I purchased the Fair Beige.I do love to use this on a large sun spot on my face as the applicator is large ,  it covers the spot well under makeup and lasts all day.  So I would purchase it again for that use.
"
384,"
Truthfully, this concealer is amazing (especially considering its price!).For reference, I usually only wear Rare Beauty‚??s eye brightener to cover up my dark circles on the daily. It doesn‚??t completely conceal them, which is the look I usually go for. I don‚??t like looking cakey or completely different than how I look without makeup, so the eye brightener is my go to. However, it‚??s rather pricey, so I wanted an alternative for at least some of the days when I wear makeup, and I would definitely say this product is great for that. It costs a fraction of the price, and it offers a lot more coverage. It is fairly moisturizing, and it stays put for a long time. I only use the lightest touch of it to avoid my aforementioned concerns, meaning it is lasting a lot longer too.In short, I use the eye brightener for really chill days or days when I am running late, since it is super easy to apply. While on days that I have more time to do my makeup or I want to look ever so slightly more put together, I will use the elf concealer.100% recommend for anyone that would like to cover up their dark circles without breaking the bank.
"
385,"
I have tried so many brands of concealer include all other brands of drug store products up to Tatcha‚??s concealer, paying more than I wanted to just to find something that worked for me. This is full coverage. It isn‚??t drying and the color selection is great. It goes on smooth and the qualify is fantastic. I will purchase again.
"
386,"
It's super creamy and nice. It's hydrating and has amazing coverage . A little bit goes a long way! It's  super easy to blend and feels lightweight!!!! It creases a tiny bit through the day.
"
387,"
I love the no fragrance as this is usually an allergy challenge around the eyes.  This works well for me.  Conceals well, lasts all day.  I am 85 years old and still want to look good.
"
388,"
The product is nice and covers well but the color just was a no go for me. I am very pale so I ordered what I thought would be the palest color but it's very peachy undertoned and I am not so It looks patchy on my skin. I think it's better to buy these types of things in person.
"
389,"
I love the elf brand products because they offer the same quality that high-end premium products offer. I am a former professional make up artist and are usually use only premium make up brands. For example, some of the brands that I have are make up forever, Mac, Lancome, Christian Dior, Trish McVoy, Bobby Brown, and the Sephora brand. I love finding make up that works, and that changes the way you feel. Most cheap brands of make up the ones that you find at the drugstore don‚??t offer the same smooth and glowing appearance that a premium brand does. I have never bought concealer from the drugstore. I would find that the concealer would either be too thick and application was difficult due to the fact it would end up looking cakey, would not blend smoothly so you could see the parts that I applied it too so much that it was very obvious that I had makeup on, it wouldn‚??t offer full coverage or even coverage that could hide imperfections such as redness around the nose and or dark circles. The color options at the drugstore were limited or were not good for someone who has yellow undertones. It would offer beige, pink or dark undertones but they were never similar to a real skin tone. It would either be too light or too dark or have too much beige. I have scarring on my face and body. The scars usually required me to apply thick, cakey, concealers that rubbed off onto clothing, gave skin a plastic fake looking appearance and difficult to apply. They also were expensive and I always had to reapply them during the day because they rubbed off onto everything. This concealer is waterproof (I can take a shower and it doesn‚??t rinse off, I can get into the water and swim and it doesn‚??t budge, it is sweat proof, lasts 24 hours, is the only concealer I have found this year that I can use on my body and it doesn‚??t transfer to my clothes. The fact that it is TRULY transfer proof is such a huge solution for me as I can now apply it to my scars on the chest and neck and arms and I have never gotten any stains from it. I can rub it with my hands, use a cloth to see if it rubs off it doesn‚??t. It does require a makeup remover because it‚??s almost semi permanent and requires special cleansing to remove completely. You need to have a concealer brush that is high quality to use for application because it will apply very thickly if you use the included sponge application brush. It dries almost immediately so you need to start with very little product and carefully layer it so that you don‚??t over apply. It is not a concealer that offers a completely, natural, no makeup look. I have yet to find one that does. But this concealer does exactly what it‚??s advertised to do. It is cheaper than most drugstore brands but when you research best makeup brands ELF is consistently on the list as a brand that offers designer, premium quality products, that mimic and even beat the premium expensive brands. What‚??s great is that you can rely on the entire product line to cover all your makeup needs. I can go to Walgreens, skip the multiple aisles of drugstore makeup brands (don‚??t even have to look at the new makeup featured) I just go to the ELF aisle. I am able to buy concealer, mascara, eyeliner, blush, eyebrow pencil, eyeshadow, makeup removers, makeup brushes, and it offers a good selection of primers that you can experiment with. I am able to spend under $100 and be able to put together a huge makeup kit. When I lost my huge, expensive special makeup kit (I have different kits for certain situations) I was so upset. I had spent over $600 on the makeup in that kit, I had makeup that I saved up for and most of the makeup was $50-$150 dollars per item. I had spent a ridiculous amount of time researching, saving up and trying out all the makeup in that lost kit. I also had a huge event I was attending where I was going to be photographed and representing a new business. So I almost skipped going because I didn‚??t have time to get a professional makeup appointment (realized the kit was missing a few hours before event) no one was available on such short notice (Ulta, Sephora, Nordstroms makeup brand selections were all required to be booked in advance (I tried MAC, Christian Dior, Lanc√¥me, Jean Juarez salon, Ulta in store makeup appointments were the same ) so I had to go to the drugstore for makeup or beg my mom to let me borrow hers. I went to store. I had read reviews from (makeup Alley, Ulta, new beauty & Allure to name a few, regarding drugstore makeup products that were as good as premium makeup) Elf was mentioned multiple times. So I went to the aisle and bought multiple options of concealers (3 different colors) all of the primers, 3 shades of blush, two mascara types, eye makeup remover for waterproof mascara, makeup remover for facial skin, and then I got a concealer brush, angled blush brush, foundation application brush, makeup sponge that could be used for all areas of face, eye lash curler. I couldn‚??t believe how cheap the makeup was (it is like Wet N Wild pricing but should be considered underpriced for the quality you get) my husband was really annoyed and concerned when he saw how full my cart was, I filled up an entire basket. He said it‚??s going to cost me $300 at least. Then I said let‚??s see. Went to the register and we both left the store in shock because I probably had purchased products that were worth $400 (yes makeup can easily add up to that amount especially when your buying all new stuff) but it cost us $120 dollars and we purchased over 20 items. I am hoping you try the concealer it is so cheap you can‚??t afford not to buy it and I recommend buying a few different shades of the concealer because you can mix them to match your skin tone perfectly and our skin color changes during the year. So try it! It‚??s a safe bet.
"
390,"
Arrived quickly and in good condition.My granddaughter's skin tone is pale and as such, she has a hard time finding the right shade of concealer.Leave it to Grandpa to know that Elf has everything a gal needs. I saw this 'fair warm' concealer, and having no knowledge of makeup save for self education, decided to buy it for her to see how she liked it.Oh my, was she happy with it! It was exactly the shade she's been trying to find for awhile now, and couldn't believe that I, a 'dude', could pick the right type of makeup for a gal.I told her that Grandfathers have super powers that no one knows about until you yourself become over sixty and let her ponder that as she happily applied her concealer and realized that Elf just gained a new customer for life.
"
391,"
I'm very impressed with this Elf concealer.  The color is perfect.  It blends right into my skin tone, covers and conceals my dark undereye shadows all day, while appearing flawless and virtually unnoticeable.  No need to ever go back to a more expensive product that didn't have nearly the staying power and coverage of this Elf Camo Concealer.  It is very easy to apply, a little goes a long way, very much a ""less is more"" type of product.  It has that just-right consistency and applys smoothly. I would highly recommend to anyone.
"
392,"
The e.l.f. Hydrating Camo Concealer in Deep Chestnut is a standout product with its lightweight, full-coverage formula that provides a satin finish. It effectively conceals, corrects, and highlights while hydrating the skin, making it ideal for all-day wear. The 0.20 fl oz size is perfect for targeted application, and with 25 shades available, it offers a great match for various skin tones.
"
393,"
I am a big fan of most e.l.f. products.  This looked like another amazing product I did not try.First, the applicator is amazing.  It is a big soft pawlike sponge. it is so big, you need to make sure you only apply a tiny bit ..a little goes a long way.I only use a small amount under the eyes.  It  is ok. not the most moisturizing and tends to crease a little more than other hydrating concealers. The color is also more warm than I would like.  more of an orange tone than a pink tone, at least on me.  I purchased the Fair Beige.I do love to use this on a large sun spot on my face as the applicator is large ,  it covers the spot well under makeup and lasts all day.  So I would purchase it again for that use.
"
394,"
Truthfully, this concealer is amazing (especially considering its price!).For reference, I usually only wear Rare Beauty‚??s eye brightener to cover up my dark circles on the daily. It doesn‚??t completely conceal them, which is the look I usually go for. I don‚??t like looking cakey or completely different than how I look without makeup, so the eye brightener is my go to. However, it‚??s rather pricey, so I wanted an alternative for at least some of the days when I wear makeup, and I would definitely say this product is great for that. It costs a fraction of the price, and it offers a lot more coverage. It is fairly moisturizing, and it stays put for a long time. I only use the lightest touch of it to avoid my aforementioned concerns, meaning it is lasting a lot longer too.In short, I use the eye brightener for really chill days or days when I am running late, since it is super easy to apply. While on days that I have more time to do my makeup or I want to look ever so slightly more put together, I will use the elf concealer.100% recommend for anyone that would like to cover up their dark circles without breaking the bank.
"
395,"
I have tried so many brands of concealer include all other brands of drug store products up to Tatcha‚??s concealer, paying more than I wanted to just to find something that worked for me. This is full coverage. It isn‚??t drying and the color selection is great. It goes on smooth and the qualify is fantastic. I will purchase again.
"
396,"
It's super creamy and nice. It's hydrating and has amazing coverage . A little bit goes a long way! It's  super easy to blend and feels lightweight!!!! It creases a tiny bit through the day.
"
397,"
I love the no fragrance as this is usually an allergy challenge around the eyes.  This works well for me.  Conceals well, lasts all day.  I am 85 years old and still want to look good.
"
398,"
The product is nice and covers well but the color just was a no go for me. I am very pale so I ordered what I thought would be the palest color but it's very peachy undertoned and I am not so It looks patchy on my skin. I think it's better to buy these types of things in person.
"
399,"
I love the elf brand products because they offer the same quality that high-end premium products offer. I am a former professional make up artist and are usually use only premium make up brands. For example, some of the brands that I have are make up forever, Mac, Lancome, Christian Dior, Trish McVoy, Bobby Brown, and the Sephora brand. I love finding make up that works, and that changes the way you feel. Most cheap brands of make up the ones that you find at the drugstore don‚??t offer the same smooth and glowing appearance that a premium brand does. I have never bought concealer from the drugstore. I would find that the concealer would either be too thick and application was difficult due to the fact it would end up looking cakey, would not blend smoothly so you could see the parts that I applied it too so much that it was very obvious that I had makeup on, it wouldn‚??t offer full coverage or even coverage that could hide imperfections such as redness around the nose and or dark circles. The color options at the drugstore were limited or were not good for someone who has yellow undertones. It would offer beige, pink or dark undertones but they were never similar to a real skin tone. It would either be too light or too dark or have too much beige. I have scarring on my face and body. The scars usually required me to apply thick, cakey, concealers that rubbed off onto clothing, gave skin a plastic fake looking appearance and difficult to apply. They also were expensive and I always had to reapply them during the day because they rubbed off onto everything. This concealer is waterproof (I can take a shower and it doesn‚??t rinse off, I can get into the water and swim and it doesn‚??t budge, it is sweat proof, lasts 24 hours, is the only concealer I have found this year that I can use on my body and it doesn‚??t transfer to my clothes. The fact that it is TRULY transfer proof is such a huge solution for me as I can now apply it to my scars on the chest and neck and arms and I have never gotten any stains from it. I can rub it with my hands, use a cloth to see if it rubs off it doesn‚??t. It does require a makeup remover because it‚??s almost semi permanent and requires special cleansing to remove completely. You need to have a concealer brush that is high quality to use for application because it will apply very thickly if you use the included sponge application brush. It dries almost immediately so you need to start with very little product and carefully layer it so that you don‚??t over apply. It is not a concealer that offers a completely, natural, no makeup look. I have yet to find one that does. But this concealer does exactly what it‚??s advertised to do. It is cheaper than most drugstore brands but when you research best makeup brands ELF is consistently on the list as a brand that offers designer, premium quality products, that mimic and even beat the premium expensive brands. What‚??s great is that you can rely on the entire product line to cover all your makeup needs. I can go to Walgreens, skip the multiple aisles of drugstore makeup brands (don‚??t even have to look at the new makeup featured) I just go to the ELF aisle. I am able to buy concealer, mascara, eyeliner, blush, eyebrow pencil, eyeshadow, makeup removers, makeup brushes, and it offers a good selection of primers that you can experiment with. I am able to spend under $100 and be able to put together a huge makeup kit. When I lost my huge, expensive special makeup kit (I have different kits for certain situations) I was so upset. I had spent over $600 on the makeup in that kit, I had makeup that I saved up for and most of the makeup was $50-$150 dollars per item. I had spent a ridiculous amount of time researching, saving up and trying out all the makeup in that lost kit. I also had a huge event I was attending where I was going to be photographed and representing a new business. So I almost skipped going because I didn‚??t have time to get a professional makeup appointment (realized the kit was missing a few hours before event) no one was available on such short notice (Ulta, Sephora, Nordstroms makeup brand selections were all required to be booked in advance (I tried MAC, Christian Dior, Lanc√¥me, Jean Juarez salon, Ulta in store makeup appointments were the same ) so I had to go to the drugstore for makeup or beg my mom to let me borrow hers. I went to store. I had read reviews from (makeup Alley, Ulta, new beauty & Allure to name a few, regarding drugstore makeup products that were as good as premium makeup) Elf was mentioned multiple times. So I went to the aisle and bought multiple options of concealers (3 different colors) all of the primers, 3 shades of blush, two mascara types, eye makeup remover for waterproof mascara, makeup remover for facial skin, and then I got a concealer brush, angled blush brush, foundation application brush, makeup sponge that could be used for all areas of face, eye lash curler. I couldn‚??t believe how cheap the makeup was (it is like Wet N Wild pricing but should be considered underpriced for the quality you get) my husband was really annoyed and concerned when he saw how full my cart was, I filled up an entire basket. He said it‚??s going to cost me $300 at least. Then I said let‚??s see. Went to the register and we both left the store in shock because I probably had purchased products that were worth $400 (yes makeup can easily add up to that amount especially when your buying all new stuff) but it cost us $120 dollars and we purchased over 20 items. I am hoping you try the concealer it is so cheap you can‚??t afford not to buy it and I recommend buying a few different shades of the concealer because you can mix them to match your skin tone perfectly and our skin color changes during the year. So try it! It‚??s a safe bet.
"
400,"
Arrived quickly and in good condition.My granddaughter's skin tone is pale and as such, she has a hard time finding the right shade of concealer.Leave it to Grandpa to know that Elf has everything a gal needs. I saw this 'fair warm' concealer, and having no knowledge of makeup save for self education, decided to buy it for her to see how she liked it.Oh my, was she happy with it! It was exactly the shade she's been trying to find for awhile now, and couldn't believe that I, a 'dude', could pick the right type of makeup for a gal.I told her that Grandfathers have super powers that no one knows about until you yourself become over sixty and let her ponder that as she happily applied her concealer and realized that Elf just gained a new customer for life.
"
401,"
I recently bought the Cq acrylic Makeup Organizer and Storage White Skin Care Cosmetic Display Case for my 12-year-old daughter, and it's been fantastic! The sleek design adds elegance to her vanity, while the three clear drawers offer ample storage for her makeup and skincare products. It's durable, versatile, and keeps everything organized neatly. I highly recommend it for any young beauty enthusiast!
"
402,"
This organizer gave me back a good amount of counter space. Everything is easy to see and the pull tabs for the drawers are easy to install and surprisingly sturdy. I am an Urban Decay junkie so while it doesn‚??t fit my insane collection I just use the main staples and leave the rest under the sink to switch out depending on the season or just my mood.  Makes all your makeup nice and orderly.
"
403,"
Wish the drawers has stoppers on them so it won‚??t slide out all the way but that could be easily fixed. Can hold a lot of makeup, essentials and brushes. Good price point for it.
"
404,"
This product has come in very handy, I like the style and the sturdiness for the dollar value. I needed something that up my took up minimal amount of space on our bathroom counter, but Held space for make up/tools and compartments for other items.The plastic sliding storage compartments came with a silicone handle, which is tricky to push into the slot but once it‚??s in, it works just fine.
"
405,"
Ver nice for your money. Holds lots of stuff, big & small. Drawers are a plus
"
406,"
Definitely a must buy!!!! So sleek and pretty it was the perfect choice!
"
407,"
I think the product was good but it was packaged in a bag and the product was plastic it got smashed and broken .  If it was boxed I‚??mSure it would have been what I was expecting!
"
408,"
Very spacious for all the makeup items I have. Did come with tons of scratches though which was unfortunate.
"
409,"
This is perfect if you are someone that loves a lot of makeup but also doesn‚??t want drawers, the plastic drawers are pretty big and it makes my makeup look so cute on my desk! 10/10 for me
"
410,"
This makeup storage unit is great.  I've looked everywhere locally and couldn't find what I needed.  Once again Amazon had what i needed
"
411,"
These little sponges are really good quality and really good value compared to the other sponges and their price. The thickness is pretty consistent across the pack of sponges. Not a very big difference. I can‚??t really tell at all. The size is perfect for your face and lashes, etc.. They are soft while still having a nice scrub effect. I like them a lot.
"
412,"
These are great for my facials, they are thick and durable and don‚??t dissolve in hot water or leave a residue on the face.
"
413,"
These are great. They arrived packaged well. They are paper thin but once wet is an adequate sized sponge. They are reusable but sponges hold bacteria so 1 sponge 2x a day and discard it. They clean really good. Nothing harsh though. They are inexpensive so no worries there. Will definitely buy more soon.
"
414,"
Adorable to use for fun in the tub, to paint with, etc.. they are terrible to use on your face- too rough. They r so thin when dry I slip one in a card-- so cute..
"
415,"
I never feel like I get all my makeup off after washing it. I also have suffered with acne. I use these with my face wash and I feel it helps not only get off my makeup but dead skin, without being too harsh. It does the job without feeling like sandpaper.
"
416,"
I wear makeup, sunscreen and these have a slight exfoliating texture to them. Great for traveling and keep your skin smooth
"
417,"
Purchased these for facial cleaning and work awesome!  Definitely get your bang for the price!  Basically the one pack should last you for a year!  Switched to these from another product I was originally purchasing on Amazon and happy I made the switch!
"
418,"
They‚??re pretty cute and a nice size, but they are on the thinner side. They‚??re also a little rougher on the skin, a little more exfoliating than I would like
"
419,"
Love that it‚??s is great for travelCompact can reuse as often as you like
"
420,"
The pink color bleeds into whatever face you wash you‚??re using
"
421,"
These little sponges are really good quality and really good value compared to the other sponges and their price. The thickness is pretty consistent across the pack of sponges. Not a very big difference. I can‚??t really tell at all. The size is perfect for your face and lashes, etc.. They are soft while still having a nice scrub effect. I like them a lot.
"
422,"
These are great for my facials, they are thick and durable and don‚??t dissolve in hot water or leave a residue on the face.
"
423,"
These are great. They arrived packaged well. They are paper thin but once wet is an adequate sized sponge. They are reusable but sponges hold bacteria so 1 sponge 2x a day and discard it. They clean really good. Nothing harsh though. They are inexpensive so no worries there. Will definitely buy more soon.
"
424,"
Adorable to use for fun in the tub, to paint with, etc.. they are terrible to use on your face- too rough. They r so thin when dry I slip one in a card-- so cute..
"
425,"
I never feel like I get all my makeup off after washing it. I also have suffered with acne. I use these with my face wash and I feel it helps not only get off my makeup but dead skin, without being too harsh. It does the job without feeling like sandpaper.
"
426,"
I wear makeup, sunscreen and these have a slight exfoliating texture to them. Great for traveling and keep your skin smooth
"
427,"
Purchased these for facial cleaning and work awesome!  Definitely get your bang for the price!  Basically the one pack should last you for a year!  Switched to these from another product I was originally purchasing on Amazon and happy I made the switch!
"
428,"
They‚??re pretty cute and a nice size, but they are on the thinner side. They‚??re also a little rougher on the skin, a little more exfoliating than I would like
"
429,"
Love that it‚??s is great for travelCompact can reuse as often as you like
"
